REF,Company,Location,Review_Date,Bean_Origin,Bar_Name,CocoaPer,Enc_ingr,Characteristics,Rating,ingri
729,Artisan du Chocolat,U.K.,2011,Haiti,Haiti,72,6,"nuts, butterscotch, brownie",4,"3- B,S,C"
745,Artisan du Chocolat,U.K.,2011,Panama,Panama,72,6,"blackpepper,chemical,rubber",2.75,"3- B,S,C"
661,Momotombo,Nicaragua,2011,Nicaragua,Mombacho,70,2,"unrefined, bright berry, sweet",2.75,"2- B,S"
661,Momotombo,Nicaragua,2011,Nicaragua,Matagalpa,70,2,"unrefined, hay, sweet",2.75,"2- B,S"
777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74,2,"gritty, raspberry, sour",3.75,"2- B,S"
773,Mast Brothers,U.S.A.,2011,Belize,Moho River,70,2,"gritty, tangy, cocoa",3.5,"2- B,S"
672,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,72,2,"rich cocoa, coffee, roasty",3.5,"2- B,S"
777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,73,2,"dry, gritty, red berry, coffee",3.25,"2- B,S"
777,Mast Brothers,U.S.A.,2011,Peru,San Martin,75,2,"orange,lemon,coffee ground",3,"2- B,S"
709,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",70,2,"dry, sandy, intense, berry",3,"2- B,S"
701,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",76,2,"sandy, strawberry, sour",3,"2- B,S"
777,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,71,2,"gritty, sticky, smoke,hammy",2.75,"2- B,S"
713,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",81,2,"gritty, high astringent, sour",2.75,"2- B,S"
693,Madre,U.S.A.,2011,Costa Rica,Upala,70,15,"sticky, strong vanilla, pepper",2.75,"4- B,S,C,V"
672,Madre,U.S.A.,2011,Dominican Republic,Dominican,70,15,"sandy, sweet, strong vanilla",2.5,"4- B,S,C,V"
741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68,13,"rich, vegetal, banana, spice",3.5,"4- B,S,C,L"
682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,74,18,"spicy, roasty, coffee",3.75,"5- B,S,C,V,L"
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72,6,"creamy, nutty, earthy",4,"3- B,S,C"
737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72,6,"peanut, coffee, cocoa, bread",4,"3- B,S,C"
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70,6,"creamy, nutty, fruity",4,"3- B,S,C"
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74,6,"creamy, nutty, delicate fruit",4,"3- B,S,C"
733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72,6,"creamy, nutty, cocoa",3.75,"3- B,S,C"
725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72,6,"creamy, roasted nuts, fatty",3.75,"3- B,S,C"
725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72,6,"creamy, cocoa, lemon",3.75,"3- B,S,C"
737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72,6,"creamy, nutty, muted",3.5,"3- B,S,C"
729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72,6,"creamy, sour, raisin",3.25,"3- B,S,C"
623,Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 96hr c.",65,13,"sweet, cocoa, grassy",3.25,"4- B,S,C,L"
623,Hotel Chocolat (Coppeneur),U.K.,2011,St. Lucia,"Island Growers, 120hr c.",65,13,"woody, nutty, short",3,"4- B,S,C,L"
623,Hotel Chocolat (Coppeneur),U.K.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80,13,"mild bitter, floral",3,"4- B,S,C,L"
654,Guittard,U.S.A.,2011,Blend,Onyx,72,18,"dry, sticky, brownie",3.25,"5- B,S,C,V,L"
654,Guittard,U.S.A.,2011,Blend,Lever du Soleil,61,18,"sweet, creamy, floral, orange",3.25,"5- B,S,C,V,L"
654,Guittard,U.S.A.,2011,Blend,Coucher du Soleil,72,18,"dutched?, intense, rich cocoa",2.75,"5- B,S,C,V,L"
741,Grand Place,Vietnam,2011,Vietnam,"Ben Tre, Dong Nai",72,18,"fatty, vanilla, dairy",3,"5- B,S,C,V,L"
753,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,66,6,"cocoa, spicy, sweet",3.25,"3- B,S,C"
781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,70,6,"fatty, sweet, vanilla",3,"3- B,S,C"
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70,6,"roasty, fatty, woody",3.5,"3- B,S,C"
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70,6,"tobacco, woody, wild berry",3.5,"3- B,S,C"
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70,6,"fatty, leathery, earthy",3.25,"3- B,S,C"
494,Felchlin,Switzerland,2010,Grenada,Grenada,58,18,"spicey, marshmallow",3.5,"5- B,S,C,V,L"
565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75,2,"perfume, floral, vanilla",2.75,"2- B,S"
523,Duffy's,U.K.,2010,Peru,Star of Peru,70,6,"dark forest berry, spice",3.75,"3- B,S,C"
516,Duffy's,U.K.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72,6,"rich cocoa, fruity, strong floral",3.75,"3- B,S,C"
516,Duffy's,U.K.,2010,Panama,Panama,70,6,caramel and cocoa,3.5,"3- B,S,C"
523,Duffy's,U.K.,2010,Ecuador,Star of Ecuador,70,6,"chalky, bread, dirt",2.5,"3- B,S,C"
470,Amano,U.S.A.,2010,Ecuador,Guayas,70,15,"strong spice, intense pepper",4,"4- B,S,C,V"
470,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70,2,"subtle, caramel, sour milk",3,"2- B,S"
470,Amano,U.S.A.,2010,Dominican Republic,Dos Rios,70,15,"orange, cinamon",3.75,"4- B,S,C,V"
544,Amano,U.S.A.,2010,Venezuela,Chuao,70,15,"woody, red berry, sour",3,"4- B,S,C,V"
558,Coppeneur,Germany,2010,Venezuela,Ocumare 61,72,6,"oily, coffee",3.25,"3- B,S,C"
558,Coppeneur,Germany,2010,Jamaica,Jamaica,72,6,"oily, fatty, rum",3.25,"3- B,S,C"
470,Coppeneur,Germany,2010,Grenada,Grenada,72,6,coffee and cocoa,3.25,"3- B,S,C"
558,Coppeneur,Germany,2010,Trinidad,Trinidad,72,6,"dry, spicy, woody",3,"3- B,S,C"
478,Coppeneur,Germany,2010,Venezuela,Chuao,70,6,"fruity, bland",3,"3- B,S,C"
558,Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",72,6,"harsh aroma, melon floral,off",2.5,"3- B,S,C"
470,Claudio Corallo,Sao Tome,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5,2,"short,mild cocoa, mild fruit",3.75,"2- B,S"
486,Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,77,6,"red berry, bitter, roasty, sour",2.75,"3- B,S,C"
478,Chocovic,Spain,2010,Madagascar,Sambirano,71,13,"spicey, cocoa",3.5,"4- B,S,C,L"
478,Chocovic,Spain,2010,Mexico,Xoconusco,71,13,"earthy, sweet",3.25,"4- B,S,C,L"
486,Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,55,6,"very sweet, very spicey",2.75,"3- B,S,C"
508,Akesson's (Pralus),U.K.,2010,Brazil,"Monte Alegre, D. Badero",75,13,"fatty, intense, woody",2.75,"4- B,S,C,L"
502,Akesson's (Pralus),U.K.,2010,Madagascar,"Madagascar, Ambolikapiky P.",75,13,"strong pepper, musty",2.75,"4- B,S,C,L"
523,Cacao Sampaka,Spain,2010,Papua New Guinea,Papua,71,13,"creamy, mild spice, cocoa",4,"4- B,S,C,L"
523,Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71,13,"creamy, mild spice, hazelnut",3.75,"4- B,S,C,L"
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77,13,"intense, roasty, rich cocoa",3.5,"4- B,S,C,L"
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71,13,"gritty, fudge-like, nutty",3.5,"4- B,S,C,L"
508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71,13,"creamy, earthy, dark roast",3.5,"4- B,S,C,L"
537,Cacao Sampaka,Spain,2010,Grenada,Grenada,71,13,"silky, ""Andes"" mint, off nutty",3.25,"4- B,S,C,L"
586,Cacao Barry,France,2010,Dominican Republic,Santo Domingo,70,18,"spice, fruit medley, roasty",3,"5- B,S,C,V,L"
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,75,2,"creamy, burnt wood",2.75,"2- B,S"
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",75,2,"oily, buttery, intense",2.5,"2- B,S"
600,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,75,2,"over roasted, bitter, nutty",2.25,"2- B,S"
502,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70,2,"robust, cocoa, fruity",3.75,"2- B,S"
478,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",75,2,"dry, cardamom, medicinal",3.25,"2- B,S"
565,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",78,2,"nutty, mild bitter",3,"2- B,S"
565,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",70,2,"red berry, strong wine, sour",3,"2- B,S"
558,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",65,2,"pastey, off spicey, nutty",2.75,"2- B,S"
486,Zotter,Austria,2010,Brazil,"Brazil, Mitzi Blue",65,10,"woody, butterscotch",3,"4- B,S*,C,Sa"
593,Willie's Cacao,U.K.,2010,Indonesia,Java,69,6,"smokey, fruity, sour",3.75,"3- B,S,C"
593,Willie's Cacao,U.K.,2010,Venezuela,Hacienda Las Trincheras,72,6,"dry, nutty, cocoa",3.5,"3- B,S,C"
593,Willie's Cacao,U.K.,2010,Madagascar,Sambirano,71,6,"dry, mild fruit",3,"3- B,S,C"
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72,6,"dark cocoa, spicy pepper",3.5,"3- B,S,C"
508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64,6,"ham-like, smokey, banana",3.5,"3- B,S,C"
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74,6,"nutty, light toffee, mild musty",3.25,"3- B,S,C"
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70,6,"creamy, macadamia, pepper",3.25,"3- B,S,C"
586,Belcolade,Belgium,2010,Ecuador,Ecuador,71,13,"dry, cinamon, nutmeg",3.5,"4- B,S,C,L"
586,Belcolade,Belgium,2010,Peru,Peru,64,13,"sticky, moss, nuts",2.75,"4- B,S,C,L"
586,Belcolade,Belgium,2010,Papua New Guinea,Papua New Guinea,64,13,"intense, smokey",2.75,"4- B,S,C,L"
586,Belcolade,Belgium,2010,Costa Rica,Costa Rica,64,13,"pastey, nutty",2.75,"4- B,S,C,L"
607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70,6,"complex, nut, dried fruit, earth",3.75,"3- B,S,C"
502,Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,68,6,"fudgey then spicy, vanilla",3.25,"3- B,S,C"
502,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,68,6,"mild cocoa, fruity",3,"3- B,S,C"
464,Scharffen Berger,U.S.A.,2010,Madagascar,Amina,65,18,"clingy,subtle, tangy, citrus",3.75,"5- B,S,C,V,L"
464,Scharffen Berger,U.S.A.,2010,Grenada,Camahogne,68,18,"smooth, grassy, minty",3.5,"5- B,S,C,V,L"
565,Rogue,U.S.A.,2010,Peru,Piura,75,2,"smooth,intense,fruit, complex",3.75,"2- B,S"
494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75,13,"strong spicey, earthy green",3.25,"4- B,S,C,L"
470,Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70,18,"Easter candy, burnt",2.75,"5- B,S,C,V,L"
486,Pralus,France,2010,Venezuela,Chuao,75,13,"nutty, red berry, rich",3.5,"4- B,S,C,L"
607,Potomac,U.S.A.,2010,Costa Rica,"Upala, Batch 12",82,2,"bright red fruit,smoke,powerful",3.75,"2- B,S"
516,Pierre Marcolini,Belgium,2010,Cuba,Baracoa,78,18,"chunky, rich and spicy",3.75,"5- B,S,C,V,L"
478,Pierre Marcolini,Belgium,2010,Trinidad,Trinite,75,18,berry notes with sweet edge,3.25,"5- B,S,C,V,L"
531,Pierre Marcolini,Belgium,2010,Peru,"Peru, Las Pampas P.",85,18,"bitter, coffee, cocoa",3,"5- B,S,C,V,L"
478,Pierre Marcolini,Belgium,2010,Venezuela,Chuao,75,18,"strong vanilla, nutty, spicey",3,"5- B,S,C,V,L"
486,Olive and Sinclair,U.S.A.,2010,Ghana,Ghana prototype,72,6,"gritty, simple cocoa, burnt",3,"3- B,S,C"
486,Olive and Sinclair,U.S.A.,2010,Dominican Republic,Dominican Republic prototype,72,6,"earthy, cheesy",3,"3- B,S,C"
478,Oakland Chocolate Co.,U.S.A.,2010,Jamaica,Jamaica,70,18,"grassy, vanilla, burnt",2.5,"5- B,S,C,V,L"
531,Neuhaus (Callebaut),Belgium,2010,Papua New Guinea,Papua New Guinea,70,18,"gritty, vanilla, non-descript",2.5,"5- B,S,C,V,L"
531,Artisan du Chocolat,U.K.,2010,Jamaica,Jamaica,72,6,"grassy, black licorice, mint",3.75,"3- B,S,C"
600,Artisan du Chocolat,U.K.,2010,Indonesia,Bali,72,6,black pepper and banana,3.5,"3- B,S,C"
600,Artisan du Chocolat,U.K.,2010,Vietnam,Ba Ria Vung Tau Province,72,6,"unrefined, distinct spicey",3.25,"3- B,S,C"
600,Artisan du Chocolat,U.K.,2010,Costa Rica,Costa Rica,72,6,"chewy, grassy, nutty",3.25,"3- B,S,C"
607,Moho,U.S.A.,2010,Belize,"Umoho R., Toledo District, San Felipe",67,6,"rough, sweet, dairy, vanilla",2.75,"3- B,S,C"
607,Mindo,U.S.A.,2010,Ecuador,Ecuador,77,6,"dry, coffee notes from roaster",2.75,"3- B,S,C"
572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",70,2,"sticky, earthy, coffee",3.25,"2- B,S"
572,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,75,2,"dry, sticky, nutty, earthy",3,"2- B,S"
572,Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,81,2,"sticky, woody, musty",2.75,"2- B,S"
502,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55,18,"creamy, crunchy, very sweet",3.5,"5- B,S,C,V,L"
531,Majani,Italy,2010,Ecuador,Ecuador,70,13,"strong vanilla, some spice",2,"4- B,S,C,L"
607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",72,15,"raisiny, chewy",2.75,"4- B,S,C,V"
552,Luker,Colombia,2010,Colombia,Santander,65,18,"marshmallow, rich brownie",3.5,"5- B,S,C,V,L"
552,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58,18,"watered down coffee, cocoa",3,"5- B,S,C,V,L"
552,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60,18,"sticky, marshmallow, cocoa",3,"5- B,S,C,V,L"
552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46,18,"very sweet, caramel, candy",2.75,"5- B,S,C,V,L"
576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,74,18,"simple, rich hot cocoa",3.75,"5- B,S,C,V,L"
576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,75,18,"creamy, cocoa, spice",3.25,"5- B,S,C,V,L"
597,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,71,18,"cocoa, nutty, acidic, burning",3,"5- B,S,C,V,L"
600,Hotel Chocolat (Coppeneur),U.K.,2010,Venezuela,Chuao,70,13,"ashey, woody, bright red",2.75,"4- B,S,C,L"
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",60,13,"creamy, sweet,cocoa,banana",4,"4- B,S,C,L"
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",75,13,"roasty, fatty, nutty, coffee",3.75,"4- B,S,C,L"
552,Guittard,U.S.A.,2010,Trinidad,Trinidad,65,18,"creamy, mild tobacco, ham",3,"5- B,S,C,V,L"
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",50,13,"very sweet, bright red, banana",3.75,"4- B,S,C,L"
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",85,13,"creamy, red berry, bitter",2.75,"4- B,S,C,L"
494,Grenada Chocolate Co.,Grenada,2010,Grenada,Grenada,82,18,"chunky, muted, mild bitter",3.25,"5- B,S,C,V,L"
370,Fresco,U.S.A.,2009,Venezuela,"Carenero Superior, #203, MR, SC",65,6,"complex, mild licorice, spice",3.5,"3- B,S,C"
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #205, DR, MC",70,6,"creamy, roasty, tobacco",3.25,"3- B,S,C"
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #206, DR, LC",70,6,"creamy, simple, nutty",3,"3- B,S,C"
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #204, DR, SC",80,6,"slightly burnt, earthy",2.75,"3- B,S,C"
423,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,81,15,"hazelnut, fruit, slight bitter",3.5,"4- B,S,C,V"
431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",74,15,"sweet, vanilla, sticky",2.75,"4- B,S,C,V"
414,Escazu,U.S.A.,2009,Costa Rica,Guapiles,65,15,"sticky, slight plum, medicinal",2,"4- B,S,C,V"
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70,18,"sandy,bold,cherry,peanut butter",3,"5- B,S,C,V,L"
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,18,"very sweet, marshmallow",2.75,"5- B,S,C,V,L"
464,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,85,2,"roasty,oddly sweet,marshmallow",3,"2- B,S"
322,Amatller (Simon Coll),Spain,2009,Ghana,Ghana,70,2,"dry, chalky, fudge-like",3,"2- B,S"
464,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,85,2,"fatty, mushroom, off notes",2.75,"2- B,S"
327,Amatller (Simon Coll),Spain,2009,Ecuador,Ecuador,70,2,"waxy mouthfeel, spicy",2.75,"2- B,S"
363,Amano,U.S.A.,2009,Venezuela,Montanya,70,15,"hot spice, roasty",3,"4- B,S,C,V"
423,Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Papua New Guinea,64,15,"smokey,chalky,berry,caramel",3,"4- B,S,C,V"
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,60,15,"wood, holiday spice, soap",3.25,"4- B,S,C,V"
423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,75,15,"dark woody, plum, astringent",3,"4- B,S,C,V"
451,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70,6,"dark berry, winey",3.75,"3- B,S,C"
451,Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70,6,"slow, less intense berry, nutty",3.5,"3- B,S,C"
445,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",62,6,"woodsy, nutty",3.25,"3- B,S,C"
341,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",72,6,"creamy, buttery, non descript",3,"3- B,S,C"
445,Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,61,18,"sweet, peanut butter",3,"5- B,S,C,V,L"
377,Choklat,Canada,2009,Venezuela,Ocumare,70,15,"slow, fatty, subdued, nutty",3,"4- B,S,C,V"
377,Choklat,Canada,2009,Brazil,Brazilian,80,15,"roasty, tart, slight burnt",3,"4- B,S,C,V"
377,Choklat,Canada,2009,Brazil,Brazilian,70,15,"oily, muted, fruity",3,"4- B,S,C,V"
377,Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",70,15,"fatty, cigarette butt, coffee",2.75,"4- B,S,C,V"
377,Choklat,Canada,2009,Venezuela,Ocumare,80,15,"dry, ashey, medicinal",2.5,"4- B,S,C,V"
439,Chocovic,Spain,2009,Blend,Tarakan,75,13,"oily, grassy, minty",3.25,"4- B,S,C,L"
439,Chocovic,Spain,2009,Blend,Kendari,60,13,"chewy, fudge-like, perfume",3.25,"4- B,S,C,L"
316,Ah Cacao,Mexico,2009,Mexico,Tabasco,70,6,"gritty, spice, cocoa",3,"3- B,S,C"
370,Aequare (Gianduja),Ecuador,2009,Ecuador,"Los Rios, Quevedo, Arriba",70,15,"roasty, nutty, coffee",3,"4- B,S,C,V"
370,Aequare (Gianduja),Ecuador,2009,Ecuador,"Los Rios, Quevedo, Arriba",55,15,"sandy, sweet, banana cream",2.75,"4- B,S,C,V"
346,Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70,13,"creamy, nutty, banana, rich",4,"4- B,S,C,L"
336,Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70,13,distinct lemon,4,"4- B,S,C,L"
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77,2,"sticky, lavendar, molasses",3.25,"2- B,S"
395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75,6,"fatty, roasty, earthy",3,"3- B,S,C"
336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75,6,"mild bitter, nut, possible mold",3,"3- B,S,C"
331,Bonnat,France,2009,Ivory Coast,Ivory Coast,75,6,"oily, intense cocoa, sl. Burnt",3,"3- B,S,C"
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75,6,"flat, bread, earthy",2.75,"3- B,S,C"
322,Blanxart,Spain,2009,Blend,Organic Dark,72,15,"oily, flat, woody, sour",2.75,"4- B,S,C,V"
431,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,65,2,chocolate covered cherries,3.5,"2- B,S"
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,65,2,"intense marshmallow, cocoa",3.5,"2- B,S"
423,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,75,2,"rustic, red berry, woody",3.25,"2- B,S"
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,75,2,"chalky, strong, harsh smoke",3,"2- B,S"
457,Willie's Cacao,U.K.,2009,Venezuela,Rio Caribe,72,6,"creamy, earthy, nutty",3.25,"3- B,S,C"
457,Willie's Cacao,U.K.,2009,Peru,San Martin,70,6,"sandy, rich, earthy",3,"3- B,S,C"
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,80,15,"fatty, bitter, sour",2.75,"4- B,S,C,V"
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,76,15,"fatty, sour, spoiled",2.75,"4- B,S,C,V"
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,72,6,"fatty, bland, very astringent",2.75,"3- B,S,C"
370,Valrhona,France,2009,Ecuador,Alpaco,66,18,"rich cocoa, hot spice",3.75,"5- B,S,C,V,L"
327,Valrhona,France,2009,Dominican Republic,Tainori,64,18,"cocoa dominates, woodsy",3.75,"5- B,S,C,V,L"
395,Valrhona,France,2009,Ghana,Nyangbo,68,18,"creamy, cocoa, bread",3.5,"5- B,S,C,V,L"
387,TCHO,U.S.A.,2009,Blend,TCHOPro 68,68,18,"nutty, candy-like",3,"5- B,S,C,V,L"
387,TCHO,U.S.A.,2009,Blend,TCHOPro 60.5,60,18,"tea, sweet, astringent",2.75,"5- B,S,C,V,L"
451,Taza,U.S.A.,2009,Mexico,Chiapan,75,6,"rustic, sweet, earthy",2.75,"3- B,S,C"
387,Soma,Canada,2009,Venezuela,Ocumare,70,6,black tea,3.75,"3- B,S,C"
387,Soma,Canada,2009,Madagascar,Madagascar,70,6,"subtle red berry, complex",3.75,"3- B,S,C"
387,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,70,6,"smokey, mushroom, woodsy",3.5,"3- B,S,C"
377,Soma,Canada,2009,Ghana,Africa,70,6,"earthy, woody, vegetal",3.5,"3- B,S,C"
387,Soma,Canada,2009,Dominican Republic,Conacado,70,6,"slow to develop, nutty",3,"3- B,S,C"
377,Soma,Canada,2009,Dominican Republic,Hispaniola,70,6,"sticky, few grits, mild fruit,sour",3,"3- B,S,C"
336,Scharffen Berger,U.S.A.,2009,Ghana,Asante,65,18,"simple, delicate cocoa, long",4,"5- B,S,C,V,L"
445,Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,72,18,"creamy, grassy, banana, tart",3.75,"5- B,S,C,V,L"
336,Scharffen Berger,U.S.A.,2009,Brazil,Tome Acu,68,18,"smooth, tart, earthy",3.75,"5- B,S,C,V,L"
414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70,18,"sweet, marshmallow",3,"5- B,S,C,V,L"
404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75,7,"roasty,rich cocoa,marshmallow",2.75,"3- B,S,L"
327,Rogue,U.S.A.,2009,Venezuela,Rio Caribe,70,2,"mint, sweet spices",3.5,"2- B,S"
439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75,13,"strong rubber, off chemical",2.5,"4- B,S,C,L"
451,Pralus,France,2009,Venezuela,Cuyagua,75,13,"creamy, burnt,ashey, lemon",2,"4- B,S,C,L"
445,Pierre Marcolini,Belgium,2009,Mexico,"Porcelana, Tabasco, Finca La Joya",72,18,"bland, subtle dairy, burning",3,"5- B,S,C,V,L"
414,Pierre Marcolini,Belgium,2009,Brazil,"Bahia Brazil, Fazenda Sao Pedro",72,18,"smokey, floral, mild",3,"5- B,S,C,V,L"
331,Patric,U.S.A.,2009,Madagascar,Madagascar,75,6,"simple red berry, rich, long",4,"3- B,S,C"
439,Patric,U.S.A.,2009,Venezuela,"Rio Caribe, Paria Penninsula",70,6,"earthy, nutty",3.5,"3- B,S,C"
439,Patric,U.S.A.,2009,Madagascar,Madagascar,67,6,"creamy, fruit forward, rich",3.5,"3- B,S,C"
331,Askinosie,U.S.A.,2009,Philippines,Davao,77,2,"strawberries, mild tart, roasty",3.75,"2- B,S"
316,Original Hawaiin Chocolate Factory,U.S.A.,2009,U.S.A.,"Hawai'i Island, Kona Grand Cru E.",60,18,"sticky, tobacco",3,"5- B,S,C,V,L"
